node_id,emb_norm,pagerank,weighted_outdegree,emb_norm_n,pagerank_n,outdegree_n,influence_score
5402612.0,9.084169387817383,0.0016463797117420758,0.0,0.9792400763975082,0.9999999999999999,0.0,0.5937720229192525
14090948.0,8.99930191040039,0.0014373868323825248,0.0,0.9700328718055036,0.8719850937644368,0.0,0.552605389670982
7587032.0,9.177816390991211,0.001259467751454312,0.0,0.9893997647008738,0.7630038953028451,0.0,0.5257210980011157
64643056.0,9.097423553466797,0.0010908913780144438,0.0,0.980678010203775,0.6597454077143311,0.0,0.4921270253754318
428333.0,9.060896873474121,0.0010429189688793115,0.0,0.9767152599725314,0.6303607536718231,0.0,0.4821228040933063
16973333.0,9.049853324890137,0.0009810377491555108,0.0,0.9755171542395792,0.5924565027472922,0.0,0.4703920970960614
3108351.0,9.275524139404297,0.0009406521190616404,0.0,1.0,0.5677189965433772,0.0,0.4703156989630132
51241574.0,9.245162963867188,0.0008902295491354699,0.0,0.9967061404046402,0.5368335396750121,0.0,0.4600619040238957
1367531.0,9.159676551818848,0.000778814483201829,0.0,0.987431788090642,0.4685882039371067,0.0,0.4368059976083246
292777349.0,9.048466682434082,0.0007537120549077578,0.0,0.9753667185111066,0.45321215373770257,0.0,0.4285736616746427
2097571.0,9.081239700317383,0.0006989130456033072,0.0,0.978922236949181,0.4196459860318533,0.0,0.4195704668943103
19038934.0,9.009965896606445,0.0006888473178439334,0.0,0.9711897991203456,0.4134804018298572,0.0,0.4154010602850608
28785486.0,9.061310768127441,0.0006527641888400609,0.0,0.9767601630716766,0.3913783168675765,0.0,0.4104415439817759
492952633,0.1382565051317215,1.3812962249805697e-05,131.73733426701853,0.008705159135481647,0.0,1.0,0.4026115477406445
87818409.0,8.820367813110352,0.0005942816051171169,0.0,0.9506204550308157,0.35555584054853345,0.0,0.39185288867380474
807095.0,8.53723430633545,0.0005680575696519891,0.0,0.9199035278512843,0.3394927696368641,0.0,0.37781888924644447
87416722.0,8.463541984558105,0.0005625363765165653,0.0,0.9119087069361995,0.3361108600536015,0.0,0.3744058700969403
14173315.0,8.421741485595703,0.000563642651653483,0.0,0.9073738043126222,0.33678848939847317,0.0,0.37324868811332856
1652541.0,7.947112083435059,0.0004986016263437426,0.0,0.8558816409530102,0.29694875523142106,0.0,0.3458491188553293
8736882.0,7.909369945526123,0.0004968670884862601,0.0,0.8517870266667884,0.2958862946257387,0.0,0.3443019963877581
279390084.0,7.63665246963501,0.00047810272863829884,0.0,0.8222001263279568,0.2843925165895285,0.0,0.3319777928752456
972651.0,7.4892354011535645,0.00046177074777900296,0.0,0.8062069667434765,0.27438864944941,0.0,0.32417868485786594
380648579.0,7.4023051261901855,0.00046929867369722154,0.0,0.7967759708992805,0.27899974784435144,0.0,0.3227327156230896
742143.0,7.411054611206055,0.00046013555918524533,0.0,0.7977251955147355,0.2733870434848966,0.0,0.32133367169988963
759251.0,7.338332653045654,0.00046007178127305997,0.0,0.7898356485705731,0.2733479774484205,0.0,0.31895508780569803
19636948.0,7.146245956420898,0.00043022035889473,0.0,0.7689963168376805,0.25506301459001746,0.0,0.3072177994283094
14849562.0,7.125949859619141,0.0004299535790543273,0.0,0.766794409565773,0.25489960329887995,0.0,0.3065082038593959
24165761.0,6.777634620666504,0.00041331863319282345,0.0,0.7290059685144096,0.24471016028426673,0.0,0.29211483863960286
404460410,0.12123454362154007,1.3812962249805697e-05,95.14759444186292,0.006858460176687213,0.0,0.7222523134482756,0.2909584634323164
16343974.0,6.686160087585449,0.0004050728518767207,0.0,0.7190819697498753,0.2396593522124576,0.0,0.28762239658869987
6017542.0,6.711493015289307,0.00039786011799590774,0.0,0.7218303187686382,0.2352413191470064,0.0,0.2871214913746934
18969618,0.13133294880390167,1.3812962249805697e-05,93.51025834052315,0.00795402805965987,0.0,0.7098235201191115,0.28631561646554254
15438913.0,6.656140327453613,0.00038544423672404296,0.0,0.7158251500381423,0.22763618981570888,0.0,0.28303840195615537
2370908751,0.07869095355272293,1.3812962249805697e-05,92.95595957149922,0.002242940194664619,0.0,0.7056159143397172,0.28291924779428623
203123011.0,6.581389904022217,0.00038394121076161975,0.0,0.7077155365228235,0.22671553774259112,0.0,0.28032932227962437
2768501.0,6.353490352630615,0.00036878567698733024,0.0,0.6829908968852084,0.2174322825378634,0.0,0.27012695382692153
100880543,0.12800554931163788,1.3812962249805697e-05,85.57556844380684,0.007593041156112865,0.0,0.6495923795630603,0.2621148641720579
868112707.0,6.18184232711792,0.00034947601621396353,0.0,0.6643689401968551,0.20560449002685455,0.0,0.2609920290671129
134196350.0,5.6974101066589355,0.000309367847953099,0.0,0.6118132769383646,0.18103693818045186,0.0,0.23785506453564492
1716581.0,5.527507305145264,0.00029991875275714805,0.0,0.5933806582026281,0.17524906139140806,0.0,0.23058891587821084
14293310.0,5.471363544464111,0.0002953439403228986,0.0,0.587289666613282,0.17244684063340704,0.0,0.2279209521740067
2886586060,0.13120412826538086,1.3812962249805697e-05,73.61855113746185,0.00794005242270314,0.0,0.5588283044216178,0.22591333749545806
2280470022.0,5.395827770233154,0.0002930729099589061,0.0,0.5790948510192857,0.17105576099473452,0.0,0.22504518360420606
6433472.0,5.302060127258301,0.0002866743266639705,0.0,0.5689220746006164,0.16713642152703706,0.0,0.22081754883829602
2273282888,0.12089264392852783,1.3812962249805697e-05,71.44277978145176,0.006821367753071981,0.0,0.5423123230704238,0.21897133955409112
171802941.0,5.1933794021606445,0.00027862826683771474,0.0,0.5571313898573322,0.16220794933516003,0.0,0.21580180175774766
18999969.0,5.189126491546631,0.0002748853589325517,0.0,0.5566699949941112,0.1599152970400382,0.0,0.21497558761024482
2725579568.0,5.056817531585693,0.0002615065199558115,0.0,0.5423159019917922,0.15172032493191395,0.0,0.20821086807711187
1348798826,0.08893048763275146,1.3812962249805697e-05,66.48161422375424,0.003353819038610922,0.0,0.5046527971258519,0.20286726456192403
720725023,0.16467049717903137,1.3812962249805697e-05,65.58594643884715,0.011570791958243901,0.0,0.4978539060606079,0.20261280001171636
17537467.0,4.891351699829102,0.00025320874795633515,0.0,0.5243646465481594,0.14663767088297108,0.0,0.20130069522933913
15754281.0,4.890415191650391,0.0002514944505417989,0.0,0.5242630455265912,0.14558760820402128,0.0,0.20095519611918375
2723735572,0.13295763731002808,1.3812962249805697e-05,65.00376759201306,0.008130289213278054,0.0,0.4934346664420647,0.19981295334080929
601342849,0.1084580272436142,1.3812962249805697e-05,64.06551382154981,0.005472346156982542,0.0,0.486312511012978,0.19616670825228597
2707815410,0.09135562926530838,1.3812962249805697e-05,64.03441320878609,0.003616920710242193,0.0,0.48607643053558897,0.19551564842730826
999907196,0.07761235535144806,1.3812962249805697e-05,61.63237625143544,0.00212592394045323,0.0,0.46784289809988655,0.18777493642209062
354248645,0.17702889442443848,1.3812962249805697e-05,60.144200569471636,0.012911544568441645,0.0,0.45654636101536183,0.18649200777667724
227837742.0,4.4822001457214355,0.00021425172222384062,0.0,0.47997612243430715,0.12277523111160481,0.0,0.1808254060637736
18725815.0,4.432389736175537,0.00021814210123901874,0.0,0.47457223103257207,0.12515821423703477,0.0,0.17991913358088202
362200247,0.1541461944580078,1.3812962249805697e-05,57.51025834052315,0.01042901879271731,0.0,0.43655246753327764,0.17774969265112628
16675569.0,4.380049705505371,0.0002125319878471598,0.0,0.4688939030629047,0.12172183811728123,0.0,0.17718472235405577
183341278.0,4.281797885894775,0.00020649273819027086,0.0,0.4582346419157085,0.1180226021388643,0.0,0.17287717321637183
2453850531,0.08778568357229233,1.3812962249805697e-05,56.43544659621929,0.0032296201638097417,0.0,0.4283937192916796,0.17232637376581475
954124423.0,4.239322185516357,0.00021008967133107526,0.0,0.4536264872317744,0.1202258401638474,0.0,0.17215569821868654
16834659.0,4.164569854736328,0.00019712182638933313,0.0,0.44551666678973145,0.11228261521100846,0.0,0.16733978460022197
1020058453.0,4.127840518951416,0.0001939376886757899,0.0,0.4415319305940446,0.11033222775240471,0.0,0.1655592475039348
2799960092.0,4.090458393096924,0.00019187647068114616,0.0,0.4374763737270101,0.10906966498412293,0.0,0.1639638116133399
1960878613.0,4.070161819458008,0.00019273599803792244,0.0,0.4352744147234216,0.10959615332344724,0.0,0.16346117041406064
103760972,0.11653967946767807,1.3812962249805697e-05,53.060855752934316,0.006349118128214571,0.0,0.4027776639641517,0.16301580102412505
18142983,0.1128358244895935,1.3812962249805697e-05,52.827172327573265,0.0059472898707917604,0.0,0.4010038051969218,0.16218570904000626
23937894.0,3.9636390209198,0.00018155446490339717,0.0,0.42371784170269683,0.10274710219705212,0.0,0.15793948316992468
149913262.0,3.9300312995910645,0.00018500496979721373,0.0,0.42007176695695697,0.10486064817910135,0.0,0.1574797245408175
5513002.0,3.9226536750793457,0.0001776948222039596,0.0,0.4192713743878621,0.10038294606031962,0.0,0.1558962961344545
112818961,0.15796180069446564,1.3812962249805697e-05,49.454719949364005,0.010842970854577017,0.0,0.37540398266389835,0.15341448432193244
6017542,0.07999628037214279,1.3812962249805697e-05,50.00534563301469,0.0023845540549043602,0.0,0.37958370655700996,0.1525488488392753
2467791.0,3.818618059158325,0.00017750823181921838,0.0,0.4079846338154568,0.10026865340747756,0.0,0.1524759861668803
14138785.0,3.7014777660369873,0.000163787981311918,0.0,0.39527617731879167,0.09186455568126367,0.0,0.1461422199000166
119972954.0,3.686525583267212,0.00016448627583954823,0.0,0.3936540269963313,0.09229228369167881,0.0,0.14578389320640303
14511951.0,3.68056583404541,0.0001636303025887786,0.0,0.39300745858081737,0.09176797235737298,0.0,0.1454326292814571
487600344.0,3.630402088165283,0.00016545876236998203,0.0,0.3875652340034295,0.09288796318272335,0.0,0.14413595915584584
195271137.0,3.616238832473755,0.00016564325880592955,0.0,0.3860286737472546,0.09300097322412282,0.0,0.14370889409141321
124227622,0.11394882202148438,1.3812962249805697e-05,46.723174534361576,0.00606803808080588,0.0,0.35466919680990605,0.1436880901482042
7768402.0,3.6248574256896973,0.00016023957040161023,0.0,0.3869636980162634,0.08969103909371139,0.0,0.14299642113299244
1994321.0,3.59676456451416,0.00015750675045925002,0.0,0.3839159260276245,0.08801709838457339,0.0,0.14157990732365935
153029181.0,3.552088975906372,0.00016067130235050692,0.0,0.3790691072331992,0.08995548889279675,0.0,0.1407073788377988
1291770157.0,3.544692277908325,0.00015872783195741577,0.0,0.37826664539686267,0.08876505034338028,0.0,0.14010950872207287
1090029468,0.15922170877456665,1.3812962249805697e-05,44.83059952304187,0.010979657272197432,0.0,0.340302919992101,0.13941506517849964
165335229,0.12365829944610596,1.3812962249805697e-05,45.17645892040928,0.0071214115031204535,0.0,0.34292829114669254,0.13930773990961318
2513587394,0.14646068215370178,1.3812962249805697e-05,44.78543215575698,0.009595223723819137,0.0,0.33996006071431006,0.13886259140286977
2163076560.0,3.5129542350769043,0.00015674371381226883,0.0,0.37482341057249174,0.08754971372957016,0.0,0.13871193729061856
2459278543,0.07593514025211334,1.3812962249805697e-05,45.36496142095011,0.0019439642188451697,0.0,0.34435918772274404,0.13832686435475117
174331939,0.1193060651421547,1.3812962249805697e-05,44.873032295630466,0.006649241092399641,0.0,0.3406250213373627,0.13824478086266498
2566535282.0,3.508505344390869,0.0001533074909841726,0.0,0.37434075398836203,0.08544491597525788,0.0,0.13793570098908597
17995040.0,3.515594005584717,0.00015190609870544198,0.0,0.3751097971587449,0.08458651782451368,0.0,0.13790889449497756
16589206.0,3.4725470542907715,0.0001542674165272011,0.0,0.3704396679209215,0.08603290145476555,0.0,0.13694177081270612
156464691.0,3.4540677070617676,0.00015005838752810418,0.0,0.36843485835378725,0.08345473489563042,0.0,0.1355668779748253
1379288282.0,3.442078113555908,0.00014926715419357156,0.0,0.3671341169656461,0.08297007885643404,0.0,0.13503125874662403
1120627788,0.14347468316555023,1.3812962249805697e-05,43.49525933351226,0.009271275087283773,0.0,0.330166536126742,0.13484799697688193
2464502209,0.07106064260005951,1.3812962249805697e-05,44.20525989579529,0.0014151338761546712,0.0,0.3355560528209536,0.13464696129122783
26552390,0.14824733138084412,1.3812962249805697e-05,42.971114093457466,0.00978905586622653,0.0,0.3261878216418079,0.1334118454165911
15250661.0,3.396564483642578,0.00014760344661097992,0.0,0.362196379741788,0.08195100408775517,0.0,0.13324421514886295
534702573,0.12648583948612213,1.3812962249805697e-05,43.119696252957255,0.007428169055399268,0.0,0.3273156883951963,0.1331547260746983
15164565.0,3.395566940307617,0.0001427036400605675,0.0,0.3620881570650464,0.07894971390961314,0.0,0.13231136129239784
433173729,0.13821344077587128,1.3812962249805697e-05,42.21830854162536,0.008700487118037465,0.0,0.3204733781545407,0.13079949739722752
341908197.0,3.333963394165039,0.00014389676413209779,0.0,0.35540483772775977,0.0796805410392857,0.0,0.13052561363011364
18643437.0,3.317079544067383,0.00014344481754991465,0.0,0.3535731223653949,0.07940370912272014,0.0,0.1298930494464345
