node_id,own_cluster,n_communities_connected,influence_score,bridge_score
404460410,0,3,0.2909584634323164,0.8728753902969493
2370908751,0,3,0.28291924779428623,0.8487577433828587
492952633,0,2,0.4026115477406445,0.805223095481289
2886586060,0,3,0.22591333749545806,0.6777400124863742
2273282888,0,3,0.21897133955409112,0.6569140186622734
1348798826,0,3,0.20286726456192403,0.608601793685772
2723735572,0,3,0.19981295334080929,0.5994388600224279
601342849,0,3,0.19616670825228597,0.5885001247568579
2707815410,0,3,0.19551564842730826,0.5865469452819247
999907196,0,3,0.18777493642209062,0.5633248092662718
100880543,0,2,0.2621148641720579,0.5242297283441159
2453850531,0,3,0.17232637376581475,0.5169791212974443
18142983,0,3,0.16218570904000626,0.48655712712001875
6017542,0,3,0.1525488488392753,0.4576465465178259
165335229,0,3,0.13930773990961318,0.4179232197288395
2459278543,0,3,0.13832686435475117,0.4149805930642535
720725023,0,2,0.20261280001171636,0.4052256000234327
2464502209,0,3,0.13464696129122783,0.4039408838736835
26552390,0,3,0.1334118454165911,0.40023553624977326
702591266,0,3,0.12884455317790597,0.3865336595337179
55794552,0,3,0.1250105863467351,0.37503175904020525
1637725969,0,3,0.12232428736302701,0.36697286208908103
2566535282,0,3,0.1210318167465891,0.3630954502397673
23153001,0,3,0.11675015228363785,0.35025045685091355
2780648743,0,3,0.11656302294549598,0.3496890688364879
1931711646,0,3,0.11441129761179618,0.3432338928353885
79802631,0,3,0.114276754746915,0.342830264240745
2252890903,0,3,0.1134605843448625,0.3403817530345875
14849562,0,3,0.11341549757948413,0.3402464927384524
2875761863,0,3,0.11189272007177509,0.33567816021532526
17436585,0,3,0.11132810359288768,0.33398431077866303
139631790,0,3,0.10964896177039418,0.32894688531118255
728394116,0,3,0.10837067929309811,0.3251120378792943
78898625,0,3,0.10660533278442844,0.31981599835328534
2502895924,0,3,0.10406612817046781,0.31219838451140347
112818961,0,2,0.15341448432193244,0.3068289686438649
2621261169,0,3,0.10148644625172176,0.3044593387551653
261093402,0,3,0.100973860164881,0.302921580494643
325234656,0,3,0.0993373352074184,0.2980120056222552
987413828,0,3,0.09704557086120248,0.29113671258360746
902528816,0,3,0.0961697069436247,0.2885091208308741
124227622,0,2,0.1436880901482042,0.2873761802964084
18969618,0,1,0.28631561646554254,0.28631561646554254
1724090454,0,3,0.09488497398969056,0.2846549219690717
2780754387,0,3,0.09354703144265963,0.2806410943279789
2513587394,0,2,0.13886259140286977,0.27772518280573955
2601118704,0,3,0.092344433084904,0.277033299254712
1852665702,0,3,0.09221217091353102,0.2766365127405931
174331939,0,2,0.13824478086266498,0.27648956172532996
2961649574,0,3,0.09175729988010803,0.27527189964032406
1263002017,0,3,0.09061660935342203,0.2718498280602661
100085032,0,3,0.0894013826979285,0.26820414809378545
292629799,0,3,0.08902833753509944,0.2670850126052983
1394537838,0,3,0.0886532028589914,0.2659596085769742
58341062,0,3,0.08763885307717069,0.2629165592315121
2814031933,0,3,0.08763162816755969,0.26289488450267906
1038235795,0,3,0.08667691127125442,0.26003073381376324
2945865278,0,3,0.08661381620189304,0.25984144860567915
1080276308,0,3,0.08658582431101874,0.25975747293305623
420617857,0,3,0.08646389672864772,0.25939169018594316
1542767918,0,3,0.08479220399681593,0.2543766119904478
30122242,0,3,0.08473611470975566,0.25420834412926696
11462742,0,3,0.08320401207766785,0.24961203623300354
2933943867,0,3,0.08263715764943538,0.24791147294830615
2768705528,0,3,0.08097864482480922,0.24293593447442768
279788564,0,3,0.08080864153269249,0.24242592459807746
1408458926,0,3,0.08053322292939263,0.2415996687881779
194931990,0,2,0.1193777302150408,0.2387554604300816
143597109,0,2,0.11921502686883778,0.23843005373767556
12004852,0,3,0.07917060504753366,0.237511815142601
2293915237,0,3,0.07900219389942296,0.23700658169826888
508110571,0,2,0.11848008605592752,0.23696017211185505
22021978,0,3,0.07891586553627719,0.23674759660883157
1503342588,0,3,0.0781121515567895,0.23433645467036848
2941652236,0,3,0.07724961930411602,0.23174885791234806
195036383,0,3,0.07697285153003024,0.2309185545900907
464329417,0,3,0.07668860396714705,0.23006581190144115
377440844,0,3,0.07658642882960234,0.22975928648880703
1234987687,0,3,0.07480690448174036,0.22442071344522108
369437673,0,3,0.0746976444869946,0.2240929334609838
136039190,0,2,0.11151310580186002,0.22302621160372005
103972238,0,3,0.07384285106979917,0.22152855320939752
38133247,0,3,0.07348207322804681,0.22044621968414044
31694460,0,3,0.07303339784866716,0.2191001935460015
1120005338,0,3,0.07295957960467855,0.21887873881403566
567039350,0,2,0.10943525236916689,0.21887050473833378
2734020596,0,3,0.07255883794045545,0.21767651382136635
9507342,0,3,0.07252945602276747,0.21758836806830242
887432780,0,3,0.0721085891139247,0.2163257673417741
2922814893,0,3,0.07152136183528914,0.21456408550586742
2233662300,0,3,0.07137884717941932,0.21413654153825795
1053167256,0,2,0.1068488861805025,0.213697772361005
162128725,0,3,0.07079205807802338,0.21237617423407015
25206663,0,3,0.07075840271579917,0.2122752081473975
2584501496,0,3,0.07040985535222051,0.21122956605666154
277670569,0,3,0.0703368338479912,0.2110105015439736
287183523,0,3,0.07018310715187942,0.21054932145563826
1653834024,0,3,0.06980280811527512,0.20940842434582535
539573373,0,3,0.06937229359054428,0.20811688077163285
402355096,0,3,0.06931740983109268,0.20795222949327802
455724651,0,3,0.069132281147868,0.20739684344360398
2851170553,0,3,0.06875649258422058,0.20626947775266175
360842913,0,2,0.10282412839908578,0.20564825679817156
21213776,0,2,0.10202193095657076,0.20404386191314153
2651807532,0,3,0.06726336921394879,0.20179010764184638
864927037,0,3,0.06726082796314796,0.20178248388944386
47694347,0,2,0.10077306882182376,0.2015461376436475
237606548,0,3,0.06634750123980596,0.19904250371941787
148066896,0,3,0.06593916164027527,0.19781748492082582
72588786,0,3,0.06560018323877642,0.19680054971632926
871591850,0,2,0.0975664250283661,0.1951328500567322
1849407440,0,3,0.0650099087847842,0.19502972635435262
2339132688,0,3,0.06498977743636677,0.19496933230910032
2856401319,0,3,0.06478848479156829,0.19436545437470487
540903074,0,3,0.06431816614632857,0.1929544984389857
961605296,0,3,0.06367738240295359,0.19103214720886078
