tweet_id,src_user_id,dst_user_id,interaction_type,veracity,timestamp
552787794503143424,202572421,384779793.0,reply,fake,1420629855
552789647966109696,239943362,384779793.0,reply,fake,1420630297
552791411053973505,2903715212,384779793.0,reply,fake,1420630717
552793152390955009,2911191121,384779793.0,reply,fake,1420631132
552804911797530625,102149847,202572421.0,reply,fake,1420633936
552805055741849601,1348798826,384779793.0,reply,fake,1420633970
552805073198530561,202572421,102149847.0,reply,fake,1420633974
552807745494458368,102149847,202572421.0,reply,fake,1420634611
552812013962145794,202572421,102149847.0,reply,fake,1420635629
552783238415265792,384779793,,tweet,fake,1420628768
552785374507175936,76987535,25067168.0,reply,fake,1420629278
552786226546495488,33668152,76987535.0,reply,fake,1420629481
552789153403109376,993859812,25067168.0,reply,fake,1420630179
552789345628069888,76987535,33668152.0,reply,fake,1420630224
552790281276628992,370666310,25067168.0,reply,fake,1420630448
552792862610694144,1550984940,25067168.0,reply,fake,1420631063
552943855021330432,1867323613,25067168.0,reply,fake,1420667062
552783667052167168,25067168,,tweet,fake,1420628871
552785157959479296,23430012,14569869.0,reply,fake,1420629226
552786194447482880,315326703,14569869.0,reply,fake,1420629473
552789654756679680,1357583305,14569869.0,reply,fake,1420630298
552791332004327424,73509960,14569869.0,reply,fake,1420630698
552804956630433792,1121260147,14569869.0,reply,fake,1420633946
552783745565347840,14569869,,tweet,fake,1420628889
552784554650767361,37629266,22240612.0,reply,fake,1420629082
552785577980862467,23417338,22240612.0,reply,fake,1420629326
552787301253009412,547071660,22240612.0,reply,fake,1420629737
552788909277843456,88728383,547071660.0,reply,fake,1420630120
552789341714784256,547071660,88728383.0,reply,fake,1420630224
552790298313912321,88728383,547071660.0,reply,fake,1420630452
552790928067678208,547071660,88728383.0,reply,fake,1420630602
552791579497627648,88728383,547071660.0,reply,fake,1420630757
552791870200619008,547071660,88728383.0,reply,fake,1420630826
552793299803992064,88728383,547071660.0,reply,fake,1420631167
552793719628648448,547071660,88728383.0,reply,fake,1420631267
552795549939036161,88728383,547071660.0,reply,fake,1420631704
552808648829710336,114923863,547071660.0,reply,fake,1420634827
552784168849907712,22240612,,tweet,fake,1420628990
552784701107486720,2419734564,87416722.0,reply,fake,1420629117
552785228008534016,2654320636,87416722.0,reply,fake,1420629243
552785599850364929,539116569,2654320636.0,reply,fake,1420629331
552785632247169028,243232619,87416722.0,reply,fake,1420629339
552785972233244672,2654320636,539116569.0,reply,fake,1420629420
552786217163837441,539116569,2654320636.0,reply,fake,1420629479
552786258301554688,18845980,87416722.0,reply,fake,1420629488
552786788373504000,2654320636,539116569.0,reply,fake,1420629615
552787064727826432,2333715792,87416722.0,reply,fake,1420629681
552787678857809921,36941760,243232619.0,reply,fake,1420629827
552788108685901824,243232619,36941760.0,reply,fake,1420629930
552788670928134144,39960151,87416722.0,reply,fake,1420630064
552789123359342594,1040687791,87416722.0,reply,fake,1420630171
552791391135600641,1372532851,87416722.0,reply,fake,1420630712
552807503835455488,112189017,87416722.0,reply,fake,1420634554
552818270148243456,26550932,87416722.0,reply,fake,1420637121
552784526955806720,87416722,,tweet,fake,1420629076
552785326394314752,21052177,7587032.0,reply,fake,1420629266
552785632234594305,53668717,7587032.0,reply,fake,1420629339
552785715617333248,705665868,7587032.0,reply,fake,1420629359
552785749293408256,2311818881,7587032.0,reply,fake,1420629367
552786144560431104,881582755,705665868.0,reply,fake,1420629461
552786246758846466,239853650,7587032.0,reply,fake,1420629486
552786422076567552,2231654796,7587032.0,reply,fake,1420629527
552786462325100545,48399136,7587032.0,reply,fake,1420629537
552786659105067009,2585884892,7587032.0,reply,fake,1420629584
552787393825501184,705665868,972135151.0,reply,fake,1420629759
552787683714797568,2534441287,7587032.0,reply,fake,1420629828
552787734080004096,705665868,881582755.0,reply,fake,1420629840
552788456309805056,1267085329,7587032.0,reply,fake,1420630012
552788761688678400,224775883,7587032.0,reply,fake,1420630085
552789177021235200,2794829648,7587032.0,reply,fake,1420630184
552789355006558208,1546021448,7587032.0,reply,fake,1420630227
552790828083851265,1550984940,7587032.0,reply,fake,1420630578
552791366321713152,230967933,7587032.0,reply,fake,1420630706
552791703502221312,26308290,7587032.0,reply,fake,1420630787
552800202281975808,364318005,48399136.0,reply,fake,1420632813
552804036697538560,1586039095,2311818881.0,reply,fake,1420633727
552806490479001600,213757408,705665868.0,reply,fake,1420634312
552815803691986945,705665868,213757408.0,reply,fake,1420636533
552827557171986432,213757408,972135151.0,reply,fake,1420639335
552784882687299584,7587032,,tweet,fake,1420629160
552789769131163650,1569448915,6591312.0,reply,fake,1420630325
552795344959184896,177830416,1569448915.0,reply,fake,1420631655
552795689814466562,225970425,6591312.0,reply,fake,1420631737
552796299745976320,582523469,6591312.0,reply,fake,1420631882
552799320638894080,2378914268,6591312.0,reply,fake,1420632603
552799622955950080,2378914268,1569448915.0,reply,fake,1420632675
552799778291994624,336118461,6591312.0,reply,fake,1420632712
552802003475505152,220347418,6591312.0,reply,fake,1420633242
552807563860144128,19392326,6591312.0,reply,fake,1420634568
552836934041481217,140749707,6591312.0,reply,fake,1420641570
552785367972450304,6591312,34570323.0,mention,fake,1420629276
552785851655393281,18770158,16973333.0,reply,fake,1420629391
552785877748158464,593253537,16973333.0,reply,fake,1420629398
552788073340489728,1610238266,16973333.0,reply,fake,1420629921
552785375161499649,16973333,,tweet,fake,1420629278
552785743983439872,462304626,148653311.0,reply,fake,1420629366
552785980806430721,250257768,148653311.0,reply,fake,1420629422
552786657280557056,66897225,148653311.0,reply,fake,1420629584
552792413056827392,132577759,148653311.0,reply,fake,1420630956
552794312883597313,112680705,148653311.0,reply,fake,1420631409
552795900662546432,1053543126,148653311.0,reply,fake,1420631787
552805380221190144,125454330,148653311.0,reply,fake,1420634047
552806294420475905,55577298,148653311.0,reply,fake,1420634265
552811618594467841,2847661133,148653311.0,reply,fake,1420635535
552829500757524481,2537023472,148653311.0,reply,fake,1420639798
552785443813457921,148653311,1652541.0,mention,fake,1420629294
552787045459185664,21267005,6017542.0,reply,fake,1420629676
552789081084948480,377107762,6017542.0,reply,fake,1420630161
552785551930454016,6017542,51241574.0,mention,fake,1420629320
552788377754673152,2478060493,20639175.0,reply,fake,1420629994
552788631229050880,2342154031,20639175.0,reply,fake,1420630054
552788752595054593,18983429,2342154031.0,reply,fake,1420630083
552817668982460418,2311197780,20639175.0,reply,fake,1420636977
552785695845396480,20639175,,tweet,fake,1420629354
552790168235548672,2909294196,367709007.0,reply,fake,1420630421
552793123475456002,457276178,367709007.0,reply,fake,1420631125
552794292276559872,550854560,367709007.0,reply,fake,1420631404
552795327837650945,1030493862,550854560.0,reply,fake,1420631651
552797237013540865,2209535899,367709007.0,reply,fake,1420632106
552799584439640066,550854560,1030493862.0,reply,fake,1420632666
552800581446664192,221783224,2909294196.0,reply,fake,1420632903
552800715308273665,1162651273,367709007.0,reply,fake,1420632935
552808243169624065,337948866,1162651273.0,reply,fake,1420634730
552808922562969600,1162651273,337948866.0,reply,fake,1420634892
552809081237700608,337948866,1162651273.0,reply,fake,1420634930
552810311359922176,361135947,367709007.0,reply,fake,1420635223
552827556026544133,945524334,367709007.0,reply,fake,1420639335
552830149755158528,2384915342,367709007.0,reply,fake,1420639953
552786016906383360,367709007,,tweet,fake,1420629431
552786208875507713,79802631,1367531.0,reply,fake,1420629477
552786357010305024,272027429,1367531.0,reply,fake,1420629512
552786947329253376,2675055421,1367531.0,reply,fake,1420629653
552786964789735425,25582157,1367531.0,reply,fake,1420629657
552787047505985536,36666554,1367531.0,reply,fake,1420629677
552787192372678656,2961649574,1367531.0,reply,fake,1420629711
552787295099555840,43679281,1367531.0,reply,fake,1420629736
552787320966238209,2535168234,1367531.0,reply,fake,1420629742
552787404952580097,2349295460,1367531.0,reply,fake,1420629762
552787677305516032,43679281,272027429.0,reply,fake,1420629827
552788030982221825,487630770,1367531.0,reply,fake,1420629911
552788140973625344,558164020,1367531.0,reply,fake,1420629937
552788190340608001,2157530853,36666554.0,reply,fake,1420629949
552789044716130304,169609704,1367531.0,reply,fake,1420630153
552791319706607616,167512844,1367531.0,reply,fake,1420630695
552794529393549312,16169629,1367531.0,reply,fake,1420631460
552796513899151360,2671784430,1367531.0,reply,fake,1420631934
552800866168606721,17094323,1367531.0,reply,fake,1420632971
552832345137352707,551580888,1367531.0,reply,fake,1420640476
555967515932000256,2913701404,2349295460.0,reply,fake,1421387959
552786099899494400,1367531,,tweet,fake,1420629451
552786582038933505,2691186956,64643056.0,reply,fake,1420629566
552786940421218305,830674884,64643056.0,reply,fake,1420629651
552786940576403456,2734598839,64643056.0,reply,fake,1420629651
552787245292204032,1100855744,830674884.0,reply,fake,1420629724
552787500767264768,1100855744,2691186956.0,reply,fake,1420629785
552787672268541952,362550270,64643056.0,reply,fake,1420629826
552787922055737345,248095178,64643056.0,reply,fake,1420629885
552787990833930240,105078752,64643056.0,reply,fake,1420629901
552788271328022529,31319544,64643056.0,reply,fake,1420629968
552789014898409475,1100855744,64643056.0,reply,fake,1420630146
552831767845928960,1382894354,64643056.0,reply,fake,1420640339
552907259873742848,2373783968,64643056.0,reply,fake,1420658337
552786361758265344,64643056,,tweet,fake,1420629513
552786962948440065,14544703,148653311.0,reply,fake,1420629656
552787275407695872,1602224485,148653311.0,reply,fake,1420629731
552787299550101506,35711113,148653311.0,reply,fake,1420629737
552787655436828672,434609176,148653311.0,reply,fake,1420629822
552787745374871553,2402692262,148653311.0,reply,fake,1420629843
552787802094448640,2209994712,148653311.0,reply,fake,1420629856
552787853193670656,2499739573,148653311.0,reply,fake,1420629869
552788018679918592,560501622,148653311.0,reply,fake,1420629908
