tweet_id,src_user_id,dst_user_id,interaction_type,veracity,timestamp
552787794503143424,202572421,384779793,reply,rumours,Wed Jan 07 11:24:15 +0000 2015
552789647966109696,239943362,384779793,reply,rumours,Wed Jan 07 11:31:37 +0000 2015
552791411053973505,2903715212,384779793,reply,rumours,Wed Jan 07 11:38:37 +0000 2015
552793152390955009,2911191121,384779793,reply,rumours,Wed Jan 07 11:45:32 +0000 2015
552804911797530625,102149847,202572421,reply,rumours,Wed Jan 07 12:32:16 +0000 2015
552805055741849601,1348798826,384779793,reply,rumours,Wed Jan 07 12:32:50 +0000 2015
552805073198530561,202572421,102149847,reply,rumours,Wed Jan 07 12:32:54 +0000 2015
552807745494458368,102149847,202572421,reply,rumours,Wed Jan 07 12:43:31 +0000 2015
552812013962145794,202572421,102149847,reply,rumours,Wed Jan 07 13:00:29 +0000 2015
552783238415265792,384779793,,tweet,rumours,Wed Jan 07 11:06:08 +0000 2015
552785374507175936,76987535,25067168,reply,rumours,Wed Jan 07 11:14:38 +0000 2015
552786226546495488,33668152,76987535,reply,rumours,Wed Jan 07 11:18:01 +0000 2015
552789153403109376,993859812,25067168,reply,rumours,Wed Jan 07 11:29:39 +0000 2015
552789345628069888,76987535,33668152,reply,rumours,Wed Jan 07 11:30:24 +0000 2015
552790281276628992,370666310,25067168,reply,rumours,Wed Jan 07 11:34:08 +0000 2015
552792862610694144,1550984940,25067168,reply,rumours,Wed Jan 07 11:44:23 +0000 2015
552943855021330432,1867323613,25067168,reply,rumours,Wed Jan 07 21:44:22 +0000 2015
552783667052167168,25067168,,tweet,rumours,Wed Jan 07 11:07:51 +0000 2015
552785157959479296,23430012,14569869,reply,rumours,Wed Jan 07 11:13:46 +0000 2015
552786194447482880,315326703,14569869,reply,rumours,Wed Jan 07 11:17:53 +0000 2015
552789654756679680,1357583305,14569869,reply,rumours,Wed Jan 07 11:31:38 +0000 2015
552791332004327424,73509960,14569869,reply,rumours,Wed Jan 07 11:38:18 +0000 2015
552804956630433792,1121260147,14569869,reply,rumours,Wed Jan 07 12:32:26 +0000 2015
552783745565347840,14569869,,tweet,rumours,Wed Jan 07 11:08:09 +0000 2015
552784554650767361,37629266,22240612,reply,rumours,Wed Jan 07 11:11:22 +0000 2015
552785577980862467,23417338,22240612,reply,rumours,Wed Jan 07 11:15:26 +0000 2015
552787301253009412,547071660,22240612,reply,rumours,Wed Jan 07 11:22:17 +0000 2015
552788909277843456,88728383,547071660,reply,rumours,Wed Jan 07 11:28:40 +0000 2015
552789341714784256,547071660,88728383,reply,rumours,Wed Jan 07 11:30:24 +0000 2015
552790298313912321,88728383,547071660,reply,rumours,Wed Jan 07 11:34:12 +0000 2015
552790928067678208,547071660,88728383,reply,rumours,Wed Jan 07 11:36:42 +0000 2015
552791579497627648,88728383,547071660,reply,rumours,Wed Jan 07 11:39:17 +0000 2015
552791870200619008,547071660,88728383,reply,rumours,Wed Jan 07 11:40:26 +0000 2015
552793299803992064,88728383,547071660,reply,rumours,Wed Jan 07 11:46:07 +0000 2015
